Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
 [400] Stock::set_updated_annual_volatility(double) [420] std::_Tuple_impl<0ul, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&>::_Tuple_impl<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [71] void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&)
 [199] Stock::dist()         [489] std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >::_M_head(std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >&) [386] std::vector<int, std::allocator<int> >::end()
 [166] Stock::name[abi:cxx11]() [579] std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >::_Tuple_impl() [505] std::vector<int, std::allocator<int> >::back()
 [401] Stock::set_dist(double, double) [340] std::_Tuple_impl<0ul, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>::_M_head(std::_Tuple_impl<0ul, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>&) [506] std::vector<int, std::allocator<int> >::begin()
 [402] Stock::daily_vol()    [421] std::_Tuple_impl<0ul, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>::_Tuple_impl(std::_Tuple_impl<0ul, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>&&) [72] std::vector<int, std::allocator<int> >::push_back(int&&)
  [95] Stock::Stock(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, double, double, int, double, std::vector<double, std::allocator<double> >) [422] std::_Tuple_impl<0ul, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>::_Tuple_impl(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [653] std::vector<int, std::allocator<int> >::vector()
 [109] Stock::Stock(Stock const&) [490] std::_Tuple_impl<0ul, MarketSimulator::simulator(std::vector<Stock, std::allocator<Stock> >&, std::vector<Wallet, std::allocator<Wallet> >&)::{lambda()#1}>::_M_head(MarketSimulator::simulator(std::vector<Stock, std::allocator<Stock> >&, std::vector<Wallet, std::allocator<Wallet> >&)::{lambda()#1}&) [654] std::vector<int, std::allocator<int> >::~vector()
 [303] Stock::~Stock()       [580] std::_Tuple_impl<0ul, MarketSimulator::simulator(std::vector<Stock, std::allocator<Stock> >&, std::vector<Wallet, std::allocator<Wallet> >&)::{lambda()#1}>::_Tuple_impl(MarketSimulator::simulator(std::vector<Stock, std::allocator<Stock> >&, std::vector<Wallet, std::allocator<Wallet> >&)::{lambda()#1}&&) [387] std::vector<int, std::allocator<int> >::operator[](unsigned long)
 [101] Wallet::set_stock_shares(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, double) [581] std::_Tuple_impl<0ul, MarketSimulator::simulator(std::vector<Stock, std::allocator<Stock> >&, std::vector<Wallet, std::allocator<Wallet> >&)::{lambda()#1}>::_Tuple_impl<{lambda()#1}>({lambda()#1}&&) [361] void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*)
  [96] Wallet::Wallet(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, double, Strategy, std::unordered_map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, double, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double> > >) [582] std::_Tuple_impl<1ul, std::default_delete<std::thread::_State> >::_Tuple_impl() [362] void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag)
  [97] Wallet::Wallet(Wallet const&) [307] double* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*) [363] void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct_aux<char const*>(char const*, char const*, std::__false_type)
 [100] Wallet::~Wallet()     [219] double* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*) [364] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&)
 [539] Strategy::low_risk_allocation() [359] std::char_traits<char>::length(char const*) [62] std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double>, true>::_Hash_node()
 [464] Strategy::high_risk_allocation() [182] std::char_traits<char>::compare(char const*, char const*, unsigned long) [41] std::__detail::_Equal_helper<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double>, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, unsigned long, true>::_S_equals(std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, std::__detail::_Select1st const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long, std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double>, true>*)
 [465] Strategy::name[abi:cxx11]() [380] void std::_Destroy_aux<false>::__destroy<Stock*>(Stock*, Stock*) [352] std::__detail::_Node_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double>, false, true>::_Node_iterator(std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double>, true>*)
 [322] Strategy::Strategy(Strategy const&) [105] void std::_Destroy_aux<false>::__destroy<Wallet*>(Wallet*, Wallet*) [507] std::__detail::_Hash_code_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double>, std::__detail::_Select1st, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, true>::_M_extract()
 [540] Strategy::Strategy(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, double, double, double) [583] void std::_Destroy_aux<false>::__destroy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [140] std::__detail::_Hash_node_base::_Hash_node_base()
 [318] Strategy::~Strategy() [584] void std::_Destroy_aux<false>::__destroy<std::thread*>(std::thread*, std::thread*) [12] std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double>, true>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double>, true> > >::_M_allocate_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double> const&>(std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double> const&)
 [403] __gnu_cxx::new_allocator<Stock>::deallocate(Stock*, unsigned long) [260] void std::_Destroy_aux<true>::__destroy<double*>(double*, double*) [121] std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double>, true>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double>, true> > >::_M_allocate_node<std::piecewise_construct_t const&, std::tuple<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&>&&, std::tuple<>&&)
 [404] __gnu_cxx::new_allocator<Stock>::allocate(unsigned long, void const*) [585] void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [122] std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double>, true>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double>, true> > >::_M_allocate_node<std::piecewise_construct_t const&, std::tuple<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>&&, std::tuple<>&&)
 [118] void __gnu_cxx::new_allocator<Stock>::construct<Stock, Stock const&>(Stock*, Stock const&) [423] std::_Vector_base<Stock, std::allocator<Stock> >::_M_allocate(unsigned long) [19] std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double>, true> > >::_M_node_allocator()
 [541] __gnu_cxx::new_allocator<Stock>::new_allocator() [586] std::_Vector_base<Stock, std::allocator<Stock> >::_Vector_impl::_Vector_impl() [20] std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double>, true> > >::_M_deallocate_node(std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double>, true>*)
 [542] __gnu_cxx::new_allocator<Stock>::~new_allocator() [587] std::_Vector_base<Stock, std::allocator<Stock> >::_Vector_impl::~_Vector_impl() [79] std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double>, true> > >::_M_allocate_buckets(unsigned long)
 [543] __gnu_cxx::new_allocator<Wallet>::deallocate(Wallet*, unsigned long) [381] std::_Vector_base<Stock, std::allocator<Stock> >::_M_deallocate(Stock*, unsigned long) [16] std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double>, true> > >::_M_deallocate_nodes(std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double>, true>*)
 [544] __gnu_cxx::new_allocator<Wallet>::allocate(unsigned long, void const*) [588] std::_Vector_base<Stock, std::allocator<Stock> >::_Vector_impl_data::_Vector_impl_data() [80] std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double>, true> > >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long)
  [98] void __gnu_cxx::new_allocator<Wallet>::construct<Wallet, Wallet const&>(Wallet*, Wallet const&) [298] std::_Vector_base<Stock, std::allocator<Stock> >::_M_get_Tp_allocator() [33] std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double>, true> > >::_M_deallocate_node_ptr(std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double>, true>*)
